İl;İlçe;Okul Adı
ADANA;SEYHAN;ÖZEL ERDİNÇ BELGE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL ETHEM SEZER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL FİLOZOF SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL FİNAL AKADEMİ ANADOLU LİSESİ
ADANA;SEYHAN;ÖZEL FİNAL AKADEMİ ORTAOKULU
ADANA;SEYHAN;ÖZEL GÜRSELPAŞA ÇOCUK KÖYÜ ANAOKULU
ADANA;SEYHAN;ÖZEL İLK ÇİZGİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL İLK EĞİTİM EVİM ANAOKULU
ADANA;SEYHAN;ÖZEL İLK EKİNFEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL İLK TEK ADAY SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL İLKADIM ANAOKULU
ADANA;SEYHAN;ÖZEL İSABET OKULLARI GÜNEŞ ANAOKULU
ADANA;SEYHAN;ÖZEL KILAVUZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL KÜBRA ÖZKAN ANAOKULU
ADANA;SEYHAN;ÖZEL MİNA ANAOKULU
ADANA;SEYHAN;ÖZEL NEŞELİ ÇOCUKLAR ANAOKULU
ADANA;SEYHAN;ÖZEL NURSAÇ ŞİMŞİR AKADEMİK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL OYUN DÜNYAM ANAOKULU
ADANA;SEYHAN;ÖZEL PINAR BATMAZ AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL PINAR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL SAYGILI ANAOKULU
ADANA;SEYHAN;ÖZEL SEREN ÖZAKINCI ANAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN ALTINELLER İLKOKULU
ADANA;SEYHAN;ÖZEL SEYHAN ALTINELLER ORTAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN GÜLVEREN ANAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN GÜNEŞ ANAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN HAYALİM ANAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN MEKTEBİM ANADOLU LİSESİ
ADANA;SEYHAN;ÖZEL SEYHAN MEKTEBİM İLKOKULU
ADANA;SEYHAN;ÖZEL SEYHAN MEKTEBİM ORTAOKULU
ADANA;SEYHAN;ÖZEL SEYHAN UZAY MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA;SEYHAN;ÖZEL SÜHEYLA  TOKYAY ORTAOKULU
ADANA;SEYHAN;ÖZEL TURUNCU EĞİTİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL UTKU SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL YAĞIZ KÖSE (Y.K.) AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;SEYHAN;ÖZEL YENİ HAYAT ANAOKULU
ADANA;SEYHAN;ÖZEL YÜKSELİŞ İLKOKULU
ADANA;SEYHAN;ÖZEL YÜKSELİŞ ORTAOKULU
ADANA;SEYHAN;TED ADANA KOLEJİ ÖZEL İLKOKULU
ADANA;SEYHAN;TED ADANA KOLEJİ ÖZEL ORTAOKULU
ADANA;SEYHAN;TED ÖZEL ADANA KOLEJİ ANADOLU LİSESİ
ADANA;YÜREĞİR;ÖZEL ALTINÇAĞ GELİŞİM ORTAOKULU
ADANA;YÜREĞİR;ÖZEL ARTIKARE AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL ATAKENT ADAY SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL BİRKENT ATAKENT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL BİRKENT SERİNEVLER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL ÇAĞRI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL ÇAMLICA BEYAZZAMBAK ANAOKULU
ADANA;YÜREĞİR;ÖZEL CENGİZ EĞİTİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL CESUR ANAOKULU
ADANA;YÜREĞİR;ÖZEL PARÇALI İNTEGRAL (Pİ) AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL PERİHAN TAŞTAN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL ŞENAY BARBAROS SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL TAKTİK AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL ULUBATLI BEYAZ ZAMBAK ANAOKULU
ADANA;YÜREĞİR;ÖZEL UZAY MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA;YÜREĞİR;ÖZEL VERA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL YENİ HEDEF SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL YENİ ZİRVE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADANA;YÜREĞİR;ÖZEL YÜREĞİR BİRİKİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;BESNİ;ÖZEL BESNİ ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN;BESNİ;ÖZEL BESNİ SİMYA ANADOLU LİSESİ
ADIYAMAN;BESNİ;ÖZEL BESNİ SİMYA ANAOKULU
ADIYAMAN;BESNİ;ÖZEL BESNİ SİMYA İLKOKULU
ADIYAMAN;BESNİ;ÖZEL BESNİ SİMYA ORTAOKULU
ADIYAMAN;BESNİ;ÖZEL MERİH MİNİKLER ANAOKULU
ADIYAMAN;GÖLBAŞI;ÖZEL GÖLBAŞI KARDEŞ ANAOKULU
ADIYAMAN;GÖLBAŞI;ÖZEL GÖLBAŞI UYGAR İLKOKULU
ADIYAMAN;GÖLBAŞI;ÖZEL GÖLBAŞI UYGAR ORTAOKULU
ADIYAMAN;KAHTA;ÖZEL FATMA YENİ GÜLBAHAR ANAOKULU
ADIYAMAN;KAHTA;ÖZEL KAHTA BİLGE ORTAOKULU
ADIYAMAN;KAHTA;ÖZEL KAHTA FİNAL AKADEMİ ANADOLU LİSESİ
ADIYAMAN;KAHTA;ÖZEL KAHTA MEGAPOL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;KAHTA;ÖZEL KAHTA OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN;KAHTA;ÖZEL KAHTA UĞUR İLKOKULU
ADIYAMAN;KAHTA;ÖZEL KAHTA UĞUR ORTAOKULU
ADIYAMAN;KAHTA;ÖZEL LİDER ENDERUN FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİL ANADOLU LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİL FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİL İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİL ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİREY İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN BİREY ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DAHİ ÇOCUK ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DOĞA ANADOLU LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DOĞA ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DOĞA FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DOĞA İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN DOĞA ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EĞİTİMDE RASYONEL AÇILIM (ERA) KOLEJİ FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EĞİTİMDE RASYONEL AÇILIM (ERA) KOLEJİ İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EĞİTİMDE RASYONEL AÇILIM (ERA) KOLEJİ ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EGEBİL KOLEJİ İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EGEBİL KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EGEBİL KOLEJİ ORTAOKUL
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN EVRENSEL NESİLLER ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN FEN CEBİR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN GÜLBAHAR ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN TEKNOKENT KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ADIYAMAN VİZYON SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ALTINŞEHİR ETKİN LİDER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ATAK FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ATAK İLKOKULU
ADIYAMAN;MERKEZ;ÖZEL ATAK ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL DOĞRU TERCİH SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ENLER MİMAR SİNAN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ETKİN LİDER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL HATİCE ZELİHA KÖROĞLU GÜLBAHAR ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL İLK EKSEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL İLK ÖRNEKLEM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL KARAPINAR ROTA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL KARINCA AKADEMİ ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL ÖZ TEOREM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ADIYAMAN;MERKEZ;ÖZEL ÖZGÜN İNTEGRAL ANADOLU LİSESİ
ADIYAMAN;MERKEZ;ÖZEL ÖZGÜN İNTEGRAL ORTAOKULU
ADIYAMAN;MERKEZ;ÖZEL ŞENEL ABLA ANAOKULU
ADIYAMAN;MERKEZ;ÖZEL TEST TEKNİK ÇAĞI FEN LİSESİ
ADIYAMAN;MERKEZ;ÖZEL TEST TEKNİK ÇAĞI ORTAOKULU
AFYONKARAHİSAR;BOLVADİN;ÖZEL BOLVADİN ALTINBAŞAK ANAOKULU
AFYONKARAHİSAR;BOLVADİN;ÖZEL BOLVADİN ÇÖZÜM AKADEMİ İLKOKULU
AFYONKARAHİSAR;BOLVADİN;ÖZEL BOLVADİN ÇÖZÜM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;ÇAY;ÖZEL ÇAY ÇÖZÜM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;DİNAR;ÖZEL DİNAR BEYAZ ZAMBAK ANAOKULU
AFYONKARAHİSAR;DİNAR;ÖZEL DİNAR GÖKYÜZÜ DÜNYASI ANAOKULU
AFYONKARAHİSAR;EMİRDAĞ;ÖZEL EMRAH MOLA FEN LİSESİ
AFYONKARAHİSAR;EMİRDAĞ;ÖZEL EMRAH MOLA ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFDİL DİL KONUŞMA VE ERGOTERAPİ MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON BİRİKİM ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON BİRİKİM İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON BİRİKİM ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON BURÇAK ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON DENİZ İNCİLERİ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON GİRNE KOLEJİ ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON GİRNE KOLEJİ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON GİRNE KOLEJİ İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON GİRNE KOLEJİ ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON GÜLBAHÇESİ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSABET ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSABET İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSABET ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSTEK ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSTEK ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSTEK FEN LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSTEK İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON İSTEK ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON NEZİHA ARSLAN İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYON NEZİHA ARSLAN ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR FEN VE TEKNOLOJİ LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR GÖZBEBEĞİ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR İLİM YAYMA CEMİYETİ KARÇİÇEĞİ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR MİNİK KARDELEN ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AFYONKARAHİSAR SINAV İLERİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL ALTINBAŞ ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL AOSB RAHMİYE SARE PALALI MESLEKİ VE TEKNİK ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL ASLAN AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL ATA VİP SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL BATI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL EĞİTİMCİLER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL GÜL NESİL ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL GÜLEFŞAN ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL NAR TANESİ  ANAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL NAR TANESİ İLKOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL NAR TANESİ ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL NOVA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL NUR GİRİTLİ REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL ÖZDE BİLİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL PUSULA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL SEVGİ PSİKOLOJİK DANIŞMANLIK VE REHBERLİK MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL TAHMAZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL TEKNOLOJİ AFYONKARAHİSAR ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL TUBA ÇAVAŞ REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL UYDUKENT ATILIM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;MERKEZ;ÖZEL YAVUZOĞLU ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;ÖZEL YAVUZOĞLU ORTAOKULU
AFYONKARAHİSAR;MERKEZ;ÖZEL ZELİHA EYLÜL ANAOKULU
AFYONKARAHİSAR;MERKEZ;TED AFYON KOLEJİ ÖZEL ANADOLU LİSESİ
AFYONKARAHİSAR;MERKEZ;TED AFYON KOLEJİ ÖZEL ANAOKULU
AFYONKARAHİSAR;MERKEZ;TED AFYON KOLEJİ ÖZEL İLKOKULU
AFYONKARAHİSAR;MERKEZ;TED AFYON KOLEJİ ÖZEL ORTAOKULU
AFYONKARAHİSAR;ŞUHUT;ÖZEL SARIGÜL ANAOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL GENÇ ROTA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGİLİ ERDEMLİ AHLAKLI (BERA) ANADOLU LİSESİ
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGİLİ ERDEMLİ AHLAKLI (BERA) ANAOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGİLİ ERDEMLİ AHLAKLI (BERA) FEN LİSESİ
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGİLİ ERDEMLİ AHLAKLI (BERA) İLKOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI BİLGİLİ ERDEMLİ AHLAKLI (BERA) ORTAOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI LALE BAHÇESİ İLKOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI UĞURALP FEN LİSESİ
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI UĞURALP İLKOKULU
AFYONKARAHİSAR;SANDIKLI;ÖZEL SANDIKLI UĞURALP ORTAOKULU
AĞRI;DOĞUBAYAZIT;ÖZEL BOĞAZİÇİ SOSYAL ETKİNLİK VE  GELİŞİM MERKEZİ
AĞRI;DOĞUBAYAZIT;ÖZEL DOĞUBAYAZIT AÇI ANADOLU LİSESİ
AĞRI;DOĞUBAYAZIT;ÖZEL DOĞUBAYAZIT BEYAZ ZAMBAK ANAOKULU
AĞRI;DOĞUBAYAZIT;ÖZEL DOĞUBAYAZIT BİLİŞİM TEKNOFEN MESLEKLİ VE TEKNİK ANADOLU LİSESİ
AĞRI;DOĞUBAYAZIT;ÖZEL DOĞUBEYAZIT YÖNTEM İLKOKULU
AĞRI;DOĞUBAYAZIT;ÖZEL DOĞUBEYAZIT YÖNTEM ORTAOKULU
AĞRI;DOĞUBAYAZIT;ÖZEL KARAKALEM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;DOĞUBAYAZIT;ÖZEL KARINCA AKADEMİ SOSYAL ETKİNLİK GELİŞİM MERKEZİ
AĞRI;DOĞUBAYAZIT;ÖZEL MEHMET YİĞİT FEN BİLİMLERİ ANADOLU LİSESİ
AĞRI;DOĞUBAYAZIT;ÖZEL MY FEN BİLİMLERİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL AĞRI  POZİTİF EĞİTİM VE GELİŞİM SOSYAL ETKİNLİK GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL AĞRI BAHAR BAHÇESİ ANAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ ANAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ İLKOKULU
AĞRI;MERKEZ;ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ ORTAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI DÖRT ÇARPI DÖRT SOSYAL ETKİNLİK VE  GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL AĞRI DOĞA ANADOLU LİSESİ
AĞRI;MERKEZ;ÖZEL AĞRI DOĞA İLKOKULU
AĞRI;MERKEZ;ÖZEL AĞRI DOĞA ORTAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI İLK YUVAM ANAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI KILAVUZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL AĞRI MİNİK KALPLER ANAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ
AĞRI;MERKEZ;ÖZEL AĞRI SINAV BİLİM SOSYAL ETKİNLİK GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL AĞRI TEKNOKENT KOLEJİ İLKOKULU
AĞRI;MERKEZ;ÖZEL AĞRI TEKNOKENT KOLEJİ ORTAOKULU
AĞRI;MERKEZ;ÖZEL AĞRI TEKNOKENT MESLEKİ VE TEKNİK ANADOLU LİSESİ
AĞRI;MERKEZ;ÖZEL ARTI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL E-İZGE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL KASİF AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AĞRI;MERKEZ;ÖZEL SULTAN ANAOKULU
AĞRI;MERKEZ;ÖZEL ÜMİT ARAS ÖZEL EĞİTİM UYGULAMA OKULU (1.KADEME)
AĞRI;MERKEZ;ÖZEL UMUT ANAOKULU
AĞRI;PATNOS;ÖZEL PATNOS  VİP AKADEMİK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ KURSU
AKSARAY;ESKİL;ÖZEL ESKİL SEN AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL AK İRFAN ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL AK İRFAN FEN LİSESİ
AKSARAY;MERKEZ;ÖZEL AK İRFAN İLKOKULU
AKSARAY;MERKEZ;ÖZEL AK İRFAN ORTAOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY  MODERN BİLİMLER AKADEMİSİ (MBA) FEN LİSESİ
AKSARAY;MERKEZ;ÖZEL AKSARAY BAŞARI AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL AKSARAY DOĞA ANAOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY İSABET İLKOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY İSABET ORTAOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY KUŞATAN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL AKSARAY MODERN BİLİMLER AKADEMİSİ (MBA) ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL AKSARAY MODERN BİLİMLER AKADEMİSİ (MBA) İLKOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY MODERN BİLİMLER AKADEMİSİ (MBA) ORTAOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY NACİYE BELGÜZAR SİVRİ ANAOKULU
AKSARAY;MERKEZ;ÖZEL AKSARAY OSB TEKNOKENT KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL AKSARAY SELÇUKLU SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL AKSARAY ULUIRMAK SINAV EĞİTİM MERKEZİ (USEM) SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL AKSARAY VİZYON AKADEMİ ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL AKSARAY VİZYON AKADEMİ FEN LİSESİ
AKSARAY;MERKEZ;ÖZEL AKSARAY VİZYON AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL ALFA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL ALTINSOY AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
AKSARAY;MERKEZ;ÖZEL ARTI METROPOL ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL ARTI METROPOL ANAOKULU
AKSARAY;MERKEZ;ÖZEL ARTI METROPOL İLKOKULU
AKSARAY;MERKEZ;ÖZEL ARTI METROPOL MESLEKİ VE TEKNİK ANADOLU LİSESİ
AKSARAY;MERKEZ;ÖZEL ARTI METROPOL ORTAOKULU
AKSARAY;MERKEZ;ÖZEL AYDA ANAOKULU
AKSARAY;MERKEZ;ÖZEL BAL ÇOCUK ANAOKULU
AKSARAY;MERKEZ;ÖZEL ÇAMLICA ÇOCUK ANAOKULU
AKSARAY;MERKEZ;ÖZEL ÇELİK ÇOCUKLAR ANAOKULU
AKSARAY;MERKEZ;ÖZEL EĞİTİMDE FARKLI ANLAYIŞ AKADEMİ (EFA) SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
